Name;Sex;BirthDate;Address;PhoneNumber;Email;SNSUSerNumber;CitizenCardNumber
Beatriz Araújo;;3/10/1950;Rua  Jornal de Notícias|528|4100-292|PORTO;953224539;953224539@gmail.com;161593328;10096038
Renan Porto;;2/7/1949;Rua  José Brito|76|4300-268|PORTO;953224540;953224540@gmail.com;161593329;10096039
Murilo Jesus;;20/04/1949;Rua  Alto do Viso|238|4250-32|PORTO;953224541;953224541@gmail.com;161593330;10096040
Dra. Sophie Gomes;;25/12/1949;Rua  José de Carvalho|392|4150-439|PORTO;953224542;953224542@gmail.com;161593331;10096041
Eloah Barbosa;;16/02/1948;Rua  José Falcão|594|4050-316|PORTO;953224543;953224543@gmail.com;161593332;10096042
João Felipe da Cunha;;27/11/1949;Rua  José Falcão|161|4050-317|PORTO;953224544;953224544@gmail.com;161593333;10096043
Emanuel Cavalcanti;;3/5/1947;Rua  José Falcão|285|4050-314|PORTO;953224545;953224545@gmail.com;161593334;10096044
João Teixeira;;4/3/1950;Rua  José Falcão|534|4050-315|PORTO;953224546;953224546@gmail.com;161593335;10096045
Leonardo Pinto;;30/05/1950;Rua  José Fontana|333|4100-299|PORTO;953224547;953224547@gmail.com;161593336;10096046
Vitor Novaes;;19/01/1948;Rua  José Gomes Ferreira|141|4150-442|PORTO;953224548;953224548@gmail.com;161593337;10096047
Dr. Davi da Luz;;18/04/1949;Rua  José Gomes Ferreira|528|4150-441|PORTO;953224549;953224549@gmail.com;161593338;10096048
Levi Costela;;25/06/1948;Rua  José Gomes Ferreira|534|4150-998|PORTO;953224550;953224550@gmail.com;161593339;10096049
Marcos Vinicius Silva;;6/7/1947;Rua  José Maria Pedroto|2|4200-351|PORTO;953224551;953224551@gmail.com;161593340;10096050
Murilo Dias;;26/09/1950;Viela  José da Mestra|492|4150-438|PORTO;953224552;953224552@gmail.com;161593341;10096051
Juan Caldeira;;27/10/1947;Rua  José Monteiro Salazar|329|4150-443|PORTO;953224553;953224553@gmail.com;161593342;10096052
Igor da Mota;;13/01/1949;Largo Escultor José Moreira da Silva|159|4000-312|PORTO;953224554;953224554@gmail.com;161593343;10096053
Alexia Carvalho;;6/1/1951;Praceta  José Régio|444|4100-300|PORTO;953224555;953224555@gmail.com;161593344;10096054
Alice Pinto;;7/9/1948;Praceta  José Serra|265|4350-208|PORTO;953224556;953224556@gmail.com;161593345;10096055
Pedro Peixoto;;24/12/1947;Rua  Alvalade|519|4350-29|PORTO;953224557;953224557@gmail.com;161593346;10096056
Luiz Henrique Pinto;;23/01/1950;Rua  José Teixeira Barreto|79|4300-272|PORTO;953224558;953224558@gmail.com;161593347;10096057
Ana Lívia Moura;;24/04/1949;Rua  Júlio Brandão|267|4150-444|PORTO;953224559;953224559@gmail.com;161593348;10096058
Paulo Cavalcanti;;23/02/1948;Rua  Júlio de Brito|588|4150-449|PORTO;953224560;953224560@gmail.com;161593349;10096059
Sr. Matheus Teixeira;;16/06/1948;Travessa Dom Sancho II|124|4000-546|PORTO;953224561;953224561@gmail.com;161593350;10096060
Sr. Igor Ramos;;27/09/1950;Rua  Júlio Dantas|545|4150-448|PORTO;953224562;953224562@gmail.com;161593351;10096061
Bernardo Cavalcanti;;24/12/1949;Rua  Júlio Dantas|293|4150-447|PORTO;953224563;953224563@gmail.com;161593352;10096062
Dra. Ana Luiza Lopes;;29/11/1948;Rua  Júlio Dantas|184|4150-446|PORTO;953224564;953224564@gmail.com;161593353;10096063
Gabriela da Conceição;;4/10/1951;Rua  Júlio Dantas|8|4150-445|PORTO;953224565;953224565@gmail.com;161593354;10096064
Srta. Gabriela Castro;;30/03/1948;Rua  Júlio Dinis|542|4050-319|PORTO;953224566;953224566@gmail.com;161593355;10096065
Dr. Isaac da Cruz;;16/10/1947;Rua  Júlio Dinis|178|4050-323|PORTO;953224567;953224567@gmail.com;161593356;10096066
Yasmin Silveira;;27/01/1949;Rua  Júlio Dinis|244|4050-324|PORTO;953224568;953224568@gmail.com;161593357;10096067
Gabrielly da Rosa;;3/7/1947;Rua  Júlio Dinis|69|4050-325|PORTO;953224569;953224569@gmail.com;161593358;10096068
Murilo Novaes;;15/07/1949;Rua  Júlio Dinis|215|4050-326|PORTO;953224570;953224570@gmail.com;161593359;10096069
Dra. Emanuelly Cavalcanti;;18/03/1949;Rua  Júlio Dinis|105|4050-327|PORTO;953224571;953224571@gmail.com;161593360;10096070
Sofia Oliveira;;27/03/1946;Rua  Júlio Dinis|284|4050-319|PORTO;953224572;953224572@gmail.com;161593361;10096071
Mariane da Paz;;10/3/1948;Rua  Júlio Dinis|70|4050-320|PORTO;953224573;953224573@gmail.com;161593362;10096072
Emanuel Moraes;;25/10/1947;Rua  Júlio Dinis|10|4050-12|PORTO;953224574;953224574@gmail.com;161593363;10096073
Pietro Mendes;;2/7/1949;Rua  Júlio Dinis|38|4050-322|PORTO;953224575;953224575@gmail.com;161593364;10096074
Raquel Caldeira;;29/03/1948;Rua  Júlio Dinis|234|4050-318|PORTO;953224576;953224576@gmail.com;161593365;10096075
Calebe Melo;;23/06/1949;Rua  Júlio Dinis|200|4099-72|PORTO;953224577;953224577@gmail.com;161593366;10096076
Lavínia Gonçalves;;15/11/1948;Rua  Júlio Dinis|320|4050-318|PORTO;953224578;953224578@gmail.com;161593367;10096077
Brenda Monteiro;;10/10/1946;Rua  Júlio Dinis|66|4050-318|PORTO;953224579;953224579@gmail.com;161593368;10096078
Yuri Jesus;;12/2/1946;Rua  Júlio Dinis|399|4099-70|PORTO;953224580;953224580@gmail.com;161593369;10096079
Lorena Rocha;;30/09/1948;Rua  Júlio Dinis|92|4099-4|PORTO;953224581;953224581@gmail.com;161593370;10096080
Ana Freitas;;11/4/1945;Rua  Júlio Ramos|540|4200-360|PORTO;953224582;953224582@gmail.com;161593371;10096081
Alana Rocha;;21/12/1947;Rua  Júlio Ramos|36|4200-359|PORTO;953224583;953224583@gmail.com;161593372;10096082
Dr. Davi Lucca Gomes;;23/04/1951;Rua  Junquilhos|100|4250-257|PORTO;953224584;953224584@gmail.com;161593373;10096083
Srta. Caroline Silveira;;8/4/1947;Rua  Justino Teixeira|425|4300-278|PORTO;953224585;953224585@gmail.com;161593374;10096084
Giovanna Duarte;;14/03/1950;Rua  Justino Teixeira|79|4300-273|PORTO;953224586;953224586@gmail.com;161593375;10096085
Emanuella Teixeira;;6/7/1948;Rua  Justino Teixeira|195|4300-278|PORTO;953224587;953224587@gmail.com;161593376;10096086
Davi Lucas Martins;;2/3/1948;Rua  Justino Teixeira|382|4300-278|PORTO;953224588;953224588@gmail.com;161593377;10096087
Maria Eduarda Rocha;;31/01/1948;Rua  Justino Teixeira|509|4300-279|PORTO;953224589;953224589@gmail.com;161593378;10096088
Dr. Marcos Vinicius Dias;;26/09/1948;Rua  Justino Teixeira|431|4300-280|PORTO;953224590;953224590@gmail.com;161593379;10096089
Gabriel Sales;;7/4/1949;Rua  Justino Teixeira|529|4300-281|PORTO;953224591;953224591@gmail.com;161593380;10096090
Bruno Martins;;4/11/1947;Rua  Justino Teixeira|25|4300-274|PORTO;953224592;953224592@gmail.com;161593381;10096091
Dr. Caio Ribeiro;;7/9/1948;Rua  Justino Teixeira|501|4300-273|PORTO;953224593;953224593@gmail.com;161593382;10096092
Guilherme da Mata;;25/09/1949;Rua  Justino Teixeira|435|4300-275|PORTO;953224594;953224594@gmail.com;161593383;10096093
Júlia Silveira;;1/5/1947;Rua  Justino Teixeira|378|4300-276|PORTO;953224595;953224595@gmail.com;161593384;10096094
Caué da Costa;;28/11/1948;Rua  Justino Teixeira|173|4300-277|PORTO;953224596;953224596@gmail.com;161593385;10096095
Manuela Aragão;;27/08/1949;Rua  Justino Teixeira|253|4300-278|PORTO;953224597;953224597@gmail.com;161593386;10096096
Caroline Costa;;10/8/1948;Rua  Justino Teixeira|173|4349-5|PORTO;953224598;953224598@gmail.com;161593387;10096097
Dra. Alice Porto;;4/6/1949;Rua  La Couture|381|4200-361|PORTO;953224599;953224599@gmail.com;161593388;10096098
Dr. Arthur Oliveira;;18/05/1945;Rua  Álvares Cabral|280|4050-41|PORTO;953224600;953224600@gmail.com;161593389;10096099
Maria Clara Castro;;7/9/1948;Rua  Álvares Cabral|592|4050-40|PORTO;953224601;953224601@gmail.com;161593390;10096100
Luigi da Cruz;;24/10/1948;Rua  Lada|432|4050-328|PORTO;953224602;953224602@gmail.com;161593391;10096101
Maria Cecília Fernandes;;17/08/1952;Rua  Lagarteiro|480|4300-283|PORTO;953224603;953224603@gmail.com;161593392;10096102
Noah Melo;;18/09/1947;Rua  Lagarteiro|495|4300-286|PORTO;953224604;953224604@gmail.com;161593393;10096103
Sra. Lara Fogaça;;25/06/1948;Rua  Lagarteiro|452|4300-285|PORTO;953224605;953224605@gmail.com;161593394;10096104
Otávio Aragão;;2/10/1947;Rua  Lagarteiro|323|4300-284|PORTO;953224606;953224606@gmail.com;161593395;10096105
Sr. Pedro Carvalho;;29/08/1951;Rua  Lagarteiro|553|4300-283|PORTO;953224607;953224607@gmail.com;161593396;10096106
Lívia Rezende;;4/6/1949;Rua  Lage|560|4050-329|PORTO;953224608;953224608@gmail.com;161593397;10096107
Ana Luiza Pires;;3/7/1947;Travessa  Lage|10|4050-330|PORTO;953224609;953224609@gmail.com;161593398;10096108
Rafael Aragão;;29/03/1948;Beco  Lamas|470|4200-362|PORTO;953224610;953224610@gmail.com;161593399;10096109
Benício Rocha;;11/12/1952;Travessa  Lamas|236|4200-363|PORTO;953224611;953224611@gmail.com;161593400;10096110
Larissa Gonçalves;;15/01/1947;Viela  Lamas|520|4200-364|PORTO;953224612;953224612@gmail.com;161593401;10096111
Lucas da Mata;;10/12/1948;Rua  Lameira de Baixo|548|4300-527|PORTO;953224613;953224613@gmail.com;161593402;10096112
Heloísa Silveira;;22/03/1946;Rua  Lameira de Baixo|429|4300-294|PORTO;953224614;953224614@gmail.com;161593403;10096113
Lara Teixeira;;27/12/1949;Rua  Lameira de Baixo|20|4300-293|PORTO;953224615;953224615@gmail.com;161593404;10096114
Luiz Fernando Moraes;;2/10/1945;Rua  Lameira de Baixo|196|4300-527|PORTO;953224616;953224616@gmail.com;161593405;10096115
Benjamin Nogueira;;23/01/1946;Rua  Lameira de Baixo|531|4300-289|PORTO;953224617;953224617@gmail.com;161593406;10096116
Lucca da Cruz;;10/8/1948;Rua  Lameira de Baixo|91|4300-294|PORTO;953224618;953224618@gmail.com;161593407;10096117
Vitor Gabriel Vieira;;29/05/1949;Rua  Lameira de Cima|214|4350-209|PORTO;953224619;953224619@gmail.com;161593408;10096118
Sra. Ana da Conceição;;29/12/1949;Rua  Álvaro de CastelÁµes|475|4200-44|PORTO;953224620;953224620@gmail.com;161593409;10096119
João Guilherme Correia;;28/01/1946;Rua  Álvaro de CastelÁµes|189|4200-45|PORTO;953224621;953224621@gmail.com;161593410;10096120
Enzo da Luz;;15/12/1948;Rua  Álvaro de CastelÁµes|464|4200-46|PORTO;953224622;953224622@gmail.com;161593411;10096121
Gustavo Moura;;23/06/1948;Rua  Álvaro de CastelÁµes|493|4200-47|PORTO;953224623;953224623@gmail.com;161593412;10096122
Sra. Clarice Sales;;3/6/1951;Rua  Álvaro de CastelÁµes|547|4200-38|PORTO;953224624;953224624@gmail.com;161593413;10096123
Srta. Alícia Carvalho;;23/05/1948;Rua  Álvaro de CastelÁµes|600|4200-37|PORTO;953224625;953224625@gmail.com;161593414;10096124
Murilo Castro;;28/04/1950;Rua  Álvaro de CastelÁµes|510|4200-39|PORTO;953224626;953224626@gmail.com;161593415;10096125
Laís Gomes;;10/3/1947;Rua  Álvaro de CastelÁµes|600|4200-40|PORTO;953224627;953224627@gmail.com;161593416;10096126
Pedro Henrique Alves;;25/10/1948;Rua  Álvaro de CastelÁµes|298|4200-41|PORTO;953224628;953224628@gmail.com;161593417;10096127
Luigi Peixoto;;3/1/1951;Rua  Álvaro de CastelÁµes|206|4200-42|PORTO;953224629;953224629@gmail.com;161593418;10096128
Sra. Nina da Cunha;;10/9/1949;Rua  Álvaro de CastelÁµes|141|4200-43|PORTO;953224630;953224630@gmail.com;161593419;10096129
Sabrina Porto;;12/2/1949;Largo  Lapa|567|4050-69|PORTO;953224631;953224631@gmail.com;161593420;10096130
Natália Castro;;27/08/1948;Rua  Lapa|358|4050-332|PORTO;953224632;953224632@gmail.com;161593421;10096131
Dr. João Miguel da Mata;;16/10/1948;Travessa  Lapa|349|4050-333|PORTO;953224633;953224633@gmail.com;161593422;10096132
Samuel Vieira;;30/12/1948;Calçada  Laranjeiras|265|4150-450|PORTO;953224634;953224634@gmail.com;161593423;10096133
Ana Cavalcanti;;28/10/1945;Rua  Laranjeiras|344|4150-451|PORTO;953224635;953224635@gmail.com;161593424;10096134
Sophia da Conceição;;16/02/1949;Travessa  Laranjeiras|388|4150-452|PORTO;953224636;953224636@gmail.com;161593425;10096135
Ana Beatriz Souza;;29/01/1942;Rua  Latino Coelho|480|4000-316|PORTO;953224637;953224637@gmail.com;161593426;10096136
Diego Novaes;;31/01/1943;Rua  Latino Coelho|146|4000-315|PORTO;953224638;953224638@gmail.com;161593427;10096137
Sr. Pedro Miguel Barros;;4/3/1946;Rua  Latino Coelho|382|4000-313|PORTO;953224639;953224639@gmail.com;161593428;10096138
Juliana da Paz;;19/01/1942;Rua  Latino Coelho|248|4000-314|PORTO;953224640;953224640@gmail.com;161593429;10096139
Dr. Yuri Lopes;;6/9/1945;Rua  Latino Coelho|146|4049-32|PORTO;953224641;953224641@gmail.com;161593430;10096140
Caué da Rosa;;15/05/1947;Rua  Latino Coelho|239|4049-72|PORTO;953224642;953224642@gmail.com;161593431;10096141
Enzo Gabriel Mendes;;28/07/1945;Calçada  Leal|358|4000-318|PORTO;953224643;953224643@gmail.com;161593432;10096142
Isis Nascimento;;15/08/1948;Travessa  Álvaro de CastelÁµes|477|4200-49|PORTO;953224644;953224644@gmail.com;161593433;10096143
Stephany Silveira;;11/6/1950;Travessa  Álvaro de CastelÁµes|32|4200-50|PORTO;953224645;953224645@gmail.com;161593434;10096144
Gabriel Ramos;;15/11/1946;Travessa  Álvaro de CastelÁµes|580|4200-48|PORTO;953224646;953224646@gmail.com;161593435;10096145
Alexia Vieira;;17/05/1946;Largo  Leal|298|4000-319|PORTO;953224647;953224647@gmail.com;161593436;10096146
Maria Cecília Porto;;2/5/1941;Rua  Bairro do Leal|47|4000-320|PORTO;953224648;953224648@gmail.com;161593437;10096147
Stella da Cunha;;23/11/1946;Travessa  Leal|536|4000-321|PORTO;953224649;953224649@gmail.com;161593438;10096148
Bernardo Caldeira;;18/10/1942;Rua  Leça|307|4150-453|PORTO;953224650;953224650@gmail.com;161593439;10096149
Bruno Porto;;25/09/1946;Rua  Leonardo Coimbra|472|4200-365|PORTO;953224651;953224651@gmail.com;161593440;10096150
Levi Barbosa;;15/05/1947;Rua  Levada|313|4300-295|PORTO;953224652;953224652@gmail.com;161593441;10096151
Lorenzo Monteiro;;30/01/1948;Travessa  Levada|107|4300-296|PORTO;953224653;953224653@gmail.com;161593442;10096152
Noah Azevedo;;28/02/1945;Rua  Álvaro Gomes|454|4150-64|PORTO;953224654;953224654@gmail.com;161593443;10096153
Davi Lucca Nogueira;;31/10/1945;Rua  Álvaro Gomes|137|4150-63|PORTO;953224655;953224655@gmail.com;161593444;10096154
Rodrigo Cavalcanti;;4/12/1944;Praça  Liberdade|160|4000-322|PORTO;953224656;953224656@gmail.com;161593445;10096155
Fernanda da Cruz;;14/06/1945;Praça  Liberdade|261|4049-66|PORTO;953224657;953224657@gmail.com;161593446;10096156
Dr. Samuel Martins;;16/03/1949;Rua  Liberdade|298|4050-335|PORTO;953224658;953224658@gmail.com;161593447;10096157
Lucca Carvalho;;6/10/1944;Rua  Liberdade|599|4050-334|PORTO;953224659;953224659@gmail.com;161593448;10096158
Maria Eduarda Lopes;;4/10/1949;Travessa  Liceiras|97|4000-323|PORTO;953224660;953224660@gmail.com;161593449;10096159
Dra. Emanuelly Teixeira;;26/03/1944;Escadas  Carolina Michaelis Vasconcelos|22|4050-336|PORTO;953224661;953224661@gmail.com;161593450;10096160
Lucca Ferreira;;11/10/1945;Rua  Lidador|176|4100-307|PORTO;953224662;953224662@gmail.com;161593451;10096161
Leonardo Barros;;23/11/1946;Rua  Lidador|304|4100-308|PORTO;953224663;953224663@gmail.com;161593452;10096162
Otávio Melo;;30/08/1945;Rua  Lidador|101|4100-309|PORTO;953224664;953224664@gmail.com;161593453;10096163
Daniela da Costa;;10/4/1942;Rua  Lidador|569|4100-304|PORTO;953224665;953224665@gmail.com;161593454;10096164
Helena Costela;;24/01/1946;Rua  Lidador|167|4100-305|PORTO;953224666;953224666@gmail.com;161593455;10096165
Felipe Costela;;6/8/1946;Praça  Liége|334|4150-455|PORTO;953224667;953224667@gmail.com;161593456;10096166
Maria Vitória Farias;;16/05/1945;Rua  Lilases|354|4350-212|PORTO;953224668;953224668@gmail.com;161593457;10096167
Bruno Costa;;16/11/1947;Rua  Lima|231|4200-366|PORTO;953224669;953224669@gmail.com;161593458;10096168
Caroline da Conceição;;23/12/1945;Rua  Lima Júnior|554|4200-368|PORTO;953224670;953224670@gmail.com;161593459;10096169
Leonardo Dias;;20/09/1945;Rua  Lima Júnior|309|4200-367|PORTO;953224671;953224671@gmail.com;161593460;10096170
Dr. Davi Ribeiro;;6/2/1943;Rua  Limpopo|401|4250-264|PORTO;953224672;953224672@gmail.com;161593461;10096171
Rebeca Cardoso;;18/05/1947;Rua  Alves Redol|584|4050-43|PORTO;953224673;953224673@gmail.com;161593462;10096172
Julia Moreira;;19/07/1946;Rua  Alves Redol|473|4050-532|PORTO;953224674;953224674@gmail.com;161593463;10096173
Luiz Henrique Moraes;;3/4/1945;Rua  Alves Redol|386|4050-43|PORTO;953224675;953224675@gmail.com;161593464;10096174
Letícia Pereira;;22/09/1944;Rua  Alves Redol|402|4050-42|PORTO;953224676;953224676@gmail.com;161593465;10096175
João Lucas Nogueira;;6/5/1945;Rua  Lindo Vale|336|4200-371|PORTO;953224677;953224677@gmail.com;161593466;10096176
Murilo Pires;;31/08/1949;Rua  Lindo Vale|353|4200-372|PORTO;953224678;953224678@gmail.com;161593467;10096177
Gustavo Martins;;25/03/1947;Rua  Lindo Vale|246|4200-369|PORTO;953224679;953224679@gmail.com;161593468;10096178
Srta. Maria Julia Novaes;;29/03/1948;Rua  Lindo Vale|226|4200-370|PORTO;953224680;953224680@gmail.com;161593469;10096179
Catarina Cavalcanti;;17/07/1945;Rua  Linhas de Elvas|586|4350-213|PORTO;953224681;953224681@gmail.com;161593470;10096180
João Guilherme Lima;;6/3/1947;Rua  Lírios|72|4250-265|PORTO;953224682;953224682@gmail.com;161593471;10096181
Rodrigo da Mota;;21/05/1945;Rua  Lis|593|4200-373|PORTO;953224683;953224683@gmail.com;161593472;10096182
Leonardo Gonçalves;;13/08/1947;Praça  Lisboa|175|4050-337|PORTO;953224684;953224684@gmail.com;161593473;10096183
Lucas Gabriel Rezende;Masculino;13/07/1945;Largo  Lóios|486|4050-338|PORTO;953224685;953224685@gmail.com;161593474;10096184
Lucca Sales;;25/11/1948;Rua  Lomba|425|4300-301|PORTO;953224686;953224686@gmail.com;161593475;10096185
Olivia Pinto;;24/05/1946;Rua  Lomba|304|4300-300|PORTO;953224687;953224687@gmail.com;161593476;10096186
Eduardo Fernandes;;14/09/1947;Rua  Lomba|210|4300-299|PORTO;953224688;953224688@gmail.com;161593477;10096187
Ian Rocha;;10/8/1948;Rua  Lomba|513|4300-297|PORTO;953224689;953224689@gmail.com;161593478;10096188
Breno Gonçalves;;6/8/1948;Rua  Lomba|439|4300-298|PORTO;953224690;953224690@gmail.com;161593479;10096189
Lara Carvalho;Feminino;26/01/1947;Travessa  Lomba|429|4300-303|PORTO;953224691;953224691@gmail.com;161593480;10096190
Ana Lívia Rezende;;2/10/1945;Travessa  Lomba|108|4300-302|PORTO;953224692;953224692@gmail.com;161593481;10096191
Letícia Moreira;;30/06/1944;Rua  Lopo Soares de Albergaria|271|4100-310|PORTO;953224693;953224693@gmail.com;161593482;10096192
Sr. Thomas Moura;;14/12/1946;Rua  Loureiro|109|4000-328|PORTO;953224694;953224694@gmail.com;161593483;10096193
Lorenzo das Neves;;5/11/1947;Rua  Loureiro|148|4000-326|PORTO;953224695;953224695@gmail.com;161593484;10096194
Dr. Ian Pereira;;17/07/1946;Rua  Loureiro|83|4000-327|PORTO;953224696;953224696@gmail.com;161593485;10096195
Davi Lucas Cardoso;;29/04/1947;Rua  Loureiro|150|4000-326|PORTO;953224697;953224697@gmail.com;161593486;10096196
Pedro Alves;;5/2/1945;Travessa  Loureiro|221|4000-329|PORTO;953224698;953224698@gmail.com;161593487;10096197
Renan Barbosa;;16/11/1947;Rua  Lourenço|230|4300-306|PORTO;953224699;953224699@gmail.com;161593488;10096198
Ana Júlia Caldeira;;23/12/1947;Rua  Lourenço|583|4300-305|PORTO;953224700;953224700@gmail.com;161593489;10096199
Thales Dias;;4/7/1945;Rua  Lousada|110|4100-311|PORTO;953224701;953224701@gmail.com;161593490;10096200
Carolina Moura;;20/11/1946;Rua  Lugarinho|16|4250-268|PORTO;953224702;953224702@gmail.com;161593491;10096201
Srta. Laura Teixeira;;17/04/1948;Rua  Lugarinho|417|4250-267|PORTO;953224703;953224703@gmail.com;161593492;10096202
Caroline Nogueira;;2/11/1947;Rua  Lugarinho|178|4250-266|PORTO;953224704;953224704@gmail.com;161593493;10096203
Sophie Nogueira;;25/12/1944;Rua  Luís de Aguiar|409|4250-270|PORTO;953224705;953224705@gmail.com;161593494;10096204
Olivia Oliveira;;19/06/1946;Rua  Luís de Aguiar|175|4250-269|PORTO;953224706;953224706@gmail.com;161593495;10096205
Lucas Gabriel Pires;;13/03/1946;Praceta  Luís António Verney|541|4100-312|PORTO;953224707;953224707@gmail.com;161593496;10096206
Lucca Barros;;4/5/1946;Rua  Luís Cruz|318|4150-468|PORTO;953224708;953224708@gmail.com;161593497;10096207
Lorena Novaes;;24/08/1945;Rua  Luís Cruz|539|4150-467|PORTO;953224709;953224709@gmail.com;161593498;10096208
Pedro Lucas Porto;;28/08/1944;Travessa  Luís Cruz|277|4150-469|PORTO;953224710;953224710@gmail.com;161593499;10096209
